student_id,class_id,school_id,county_id,gender,sibling_num,mo_edu,fa_edu,sr_w_m,sr_w_f,sr_w_sib,sr_w_grand,sr_w_othre,sr_w_othnon,boarding,grade9,relationshi,frequency,living_area,pr_w_m,pr_w_f,pr_w_sib,pr_w_grand,pr_w_othre,pr_w_othnon,left_behind,participation_level,mo_code,fa_code,parent_code,parent_edu_l,parent_edu_m,parent_edu_h,female,has_siblings,urbanicity_level,standard_living
286,9,3,1,female,2,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,1,0,0,0,0,moderate,1,1,1,1,0,0,1,1,urban_core,1
288,9,3,1,male,1,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological father,More than once a week,Central area of the city/county,1,1,0,0,0,0,4,high,1,1,1,1,0,0,0,1,urban_core,1
289,9,3,1,female,1,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,0,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,urban_core,1
295,9,3,1,male,0,Senior high school,Senior high school,1,0,0,0,0,0,0,0,Biological mother,Once a month,Central area of the city/county,1,0,0,0,0,0,0,high,2,2,2,0,1,0,0,0,urban_core,0
296,9,3,1,female,2,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological mother,More than once a week,Central area of the city/county,1,1,1,0,0,0,0,high,1,1,1,1,0,0,1,1,urban_core,1
299,9,3,1,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological mother,Never,Central area of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,urban_core,1
300,9,3,1,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,1,0,0,0,0,moderate,1,1,1,1,0,0,1,1,urban_core,1
301,9,3,1,male,0,Senior high school,Finished elementary school,1,1,0,0,0,0,0,0,Biological mother,Once every half year,Outskirts of the city/county,1,1,0,0,0,0,0,moderate,2,1,2,0,1,0,0,0,semi_urban,1
303,10,3,1,female,1,Finished elementary school,Junior high school,1,1,0,0,0,0,0,0,Biological father,Never,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
306,10,3,1,female,0,Bachelor degree,Bachelor degree,1,1,0,0,0,0,0,0,Biological mother,Once a month,Outskirts of the city/county,1,1,0,0,0,0,0,high,3,3,3,0,0,1,1,0,semi_urban,1
308,10,3,1,female,0,Junior high school,Senior high school,1,1,0,0,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,1,2,2,0,1,0,1,0,urban_core,1
309,10,3,1,male,0,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Once a month,Outskirts of the city/county,1,1,0,0,0,0,0,high,1,1,1,1,0,0,0,0,semi_urban,1
311,10,3,1,female,2,Junior high school,Technical secondary school or technical school,1,1,1,0,0,0,0,0,Biological father,Never,Outskirts of the city/county,1,1,1,0,0,0,0,low,1,2,2,0,1,0,1,1,semi_urban,1
312,10,3,1,male,3,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,0,Biological mother,Once a month,Rural area,1,1,1,0,0,0,0,high,1,1,1,1,0,0,0,1,rural,1
319,10,3,1,female,0,Junior high school,Senior high school,1,1,0,0,0,0,0,0,Biological mother,Once every half year,Rural area,1,1,0,0,0,0,0,moderate,1,2,2,0,1,0,1,0,rural,1
320,10,3,1,male,0,Finished elementary school,Vocational high school,0,1,0,0,0,0,0,0,Biological father,Once a year,Central area of the city/county,0,1,0,0,0,0,0,low,1,2,2,0,1,0,0,0,urban_core,0
321,10,3,1,male,1,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological father,Once a year,Outskirts of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,semi_urban,1
322,10,3,1,male,2,Junior high school,Senior high school,1,1,0,0,0,0,0,0,Biological father,Once a year,Outskirts of the city/county,1,1,0,0,0,0,1,low,1,2,2,0,1,0,0,1,semi_urban,1
323,10,3,1,male,1,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Once a year,Outskirts of the city/county,1,1,0,0,0,0,1,low,1,1,1,1,0,0,0,1,semi_urban,1
324,10,3,1,female,2,Finished elementary school,Junior high school,1,1,1,0,0,0,0,0,Biological father,Once a year,Central area of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,urban_core,1
325,11,3,1,female,2,Junior high school,Finished elementary school,1,1,1,0,0,0,0,1,Biological mother,Never,Central area of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,urban_core,1
326,11,3,1,male,1,Junior high school,Technical secondary school or technical school,1,1,1,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,2,low,1,2,2,0,1,0,0,1,urban_core,1
332,11,3,1,female,2,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological father,More than once a week,Outskirts of the city/county,1,1,1,0,0,0,1,high,1,1,1,1,0,0,1,1,semi_urban,1
333,11,3,1,male,0,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Stepfather,Once a month,Central area of the city/county,1,1,0,0,0,0,0,high,1,1,1,1,0,0,0,0,urban_core,1
334,11,3,1,female,2,None,Senior high school,1,1,1,0,0,0,0,1,Biological father,Once a year,Outskirts of the city/county,1,1,1,0,0,0,0,low,1,2,2,0,1,0,1,1,semi_urban,1
335,11,3,1,female,2,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,urban_core,1
342,11,3,1,female,1,Senior high school,Senior high school,1,1,1,0,0,0,0,1,Biological mother,Once a year,Outskirts of the city/county,1,1,1,0,0,0,0,low,2,2,2,0,1,0,1,1,semi_urban,1
343,11,3,1,female,0,Junior college,Junior college,1,1,0,0,0,0,0,1,Biological father,More than once a week,Central area of the city/county,1,1,0,0,0,0,0,high,3,3,3,0,0,1,1,0,urban_core,1
351,12,3,1,male,0,Technical secondary school or technical school,Bachelor degree,1,1,0,0,0,0,0,1,Biological father,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,2,3,3,0,0,1,0,0,urban_core,1
352,12,3,1,male,2,Technical secondary school or technical school,Technical secondary school or technical school,1,1,1,0,0,0,0,1,Biological mother,Once every half year,Rural area,1,1,1,0,0,0,0,moderate,2,2,2,0,1,0,0,1,rural,1
355,12,3,1,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological mother,Never,Outskirts of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,semi_urban,1
356,12,3,1,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Never,Outskirts of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,semi_urban,1
358,12,3,1,male,2,Finished elementary school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Never,Outskirts of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,semi_urban,1
363,13,4,1,male,0,Technical secondary school or technical school,Junior college,1,1,0,0,0,0,0,0,Biological mother,Once a year,Rural area,1,1,0,0,0,0,0,low,2,3,3,0,0,1,0,0,rural,1
367,13,4,1,male,0,Senior high school,Senior high school,1,1,0,0,1,0,0,0,Biological mother,More than once a week,Outskirts of the city/county,1,1,0,0,1,0,0,high,2,2,2,0,1,0,0,0,semi_urban,1
368,13,4,1,female,0,Junior high school,Technical secondary school or technical school,1,1,0,0,0,0,0,0,Biological father,Once every half year,Outskirts of the city/county,1,1,0,0,0,0,0,moderate,1,2,2,0,1,0,1,0,semi_urban,1
370,13,4,1,female,0,Junior high school,Junior high school,0,0,0,1,0,0,0,0,Grandmother on mother's/father's side,Once every half year,Outskirts of the city/county,0,0,0,1,0,0,0,moderate,1,1,1,1,0,0,1,0,semi_urban,0
374,13,4,1,female,2,Junior high school,Finished elementary school,1,1,0,0,0,0,0,0,Biological father,Once every half year,Outskirts of the city/county,1,1,0,0,0,0,1,moderate,1,1,1,1,0,0,1,1,semi_urban,1
376,13,4,1,female,1,Senior high school,Bachelor degree,1,1,1,0,0,0,0,0,Biological father,Once a month,Central area of the city/county,1,1,1,0,0,0,0,high,2,3,3,0,0,1,1,1,urban_core,1
379,13,4,1,male,0,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Once a month,Rural area,1,1,0,0,0,0,0,high,1,1,1,1,0,0,0,0,rural,1
381,13,4,1,male,0,Senior high school,Vocational high school,1,1,0,0,0,0,0,0,Biological mother,Once a year,Outskirts of the city/county,1,1,0,0,0,0,0,low,2,2,2,0,1,0,0,0,semi_urban,1
401,14,4,1,female,0,Bachelor degree,Bachelor degree,1,1,0,0,0,0,0,0,Biological father,Once a year,Outskirts of the city/county,1,1,0,0,0,0,0,low,3,3,3,0,0,1,1,0,semi_urban,1
402,14,4,1,female,3,Senior high school,Senior high school,1,1,1,0,0,0,0,0,Biological father,Once a week,Central area of the city/county,1,1,1,0,0,0,0,high,2,2,2,0,1,0,1,1,urban_core,1
410,14,4,1,male,0,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological father,Never,Central area of the city/county,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,0,urban_core,1
412,14,4,1,male,2,Senior high school,Senior high school,1,1,1,0,0,0,0,0,Biological father,Once a year,Rural area,1,1,1,0,0,0,0,low,2,2,2,0,1,0,0,1,rural,1
416,14,4,1,male,1,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological father,More than once a week,Central area of the city/county,1,1,0,0,0,0,1,high,1,1,1,1,0,0,0,1,urban_core,1
422,14,4,1,male,0,Master degree or higher,Master degree or higher,1,1,0,0,0,0,0,0,Biological father,Never,Central area of the city/county,1,1,0,0,0,0,0,low,3,3,3,0,0,1,0,0,urban_core,1
424,14,4,1,male,0,Junior high school,Junior high school,1,0,0,0,1,0,0,0,Biological mother,Once a year,Central area of the city/county,1,0,0,0,1,0,0,low,1,1,1,1,0,0,0,0,urban_core,0
425,14,4,1,female,0,Vocational high school,Senior high school,1,1,0,1,0,0,0,0,Biological father,Once a year,Central area of the city/county,1,1,0,1,0,0,0,low,2,2,2,0,1,0,1,0,urban_core,1
427,14,4,1,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological father,Once every half year,Central area of the city/county,1,1,1,0,0,0,0,moderate,1,1,1,1,0,0,1,1,urban_core,1
429,15,4,1,male,1,Senior high school,Senior high school,1,1,1,0,0,0,0,1,Biological father,Once a year,Outskirts of the city/county,1,1,1,0,0,0,0,low,2,2,2,0,1,0,0,1,semi_urban,1
433,15,4,1,male,1,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological father,Never,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
436,15,4,1,male,0,Senior high school,Senior high school,1,1,0,1,0,0,0,1,Biological mother,Once every half year,Outskirts of the city/county,1,1,0,1,0,0,0,moderate,2,2,2,0,1,0,0,0,semi_urban,1
437,15,4,1,female,0,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological father,Once every half year,Rural area,1,1,0,0,0,0,0,moderate,1,1,1,1,0,0,1,0,rural,1
438,15,4,1,female,0,Vocational high school,Vocational high school,1,1,0,1,0,0,0,1,Biological mother,Once every half year,Outskirts of the city/county,1,1,0,1,0,0,0,moderate,2,2,2,0,1,0,1,0,semi_urban,1
445,16,4,1,male,0,Bachelor degree,Junior high school,1,1,0,0,0,0,0,1,Biological mother,Never,Central area of the city/county,1,1,0,0,0,0,0,low,3,1,3,0,0,1,0,0,urban_core,1
448,16,4,1,male,1,Vocational high school,Technical secondary school or technical school,1,1,1,0,0,0,0,1,Biological mother,Never,Outskirts of the city/county,1,1,1,0,0,0,0,low,2,2,2,0,1,0,0,1,semi_urban,1
449,16,4,1,male,1,Technical secondary school or technical school,Technical secondary school or technical school,1,1,0,0,0,0,0,1,Biological father,More than once a week,Central area of the city/county,1,1,0,0,0,0,0,high,2,2,2,0,1,0,0,1,urban_core,1
450,16,4,1,male,2,Junior high school,Senior high school,1,1,1,0,0,0,0,1,Biological father,Once a year,Rural area,1,1,1,0,0,0,0,low,1,2,2,0,1,0,0,1,rural,1
451,16,4,1,male,0,Senior high school,Senior high school,1,1,0,1,0,0,0,1,Biological mother,Once a year,Central area of the city/county,1,1,0,1,0,0,0,low,2,2,2,0,1,0,0,0,urban_core,1
458,17,5,2,female,0,Finished elementary school,Junior high school,1,1,0,1,0,0,0,0,Biological father,Once a year,Rural area,1,1,0,1,0,0,0,low,1,1,1,1,0,0,1,0,rural,1
459,17,5,2,male,1,Finished elementary school,Junior high school,0,1,0,0,0,0,0,0,Biological father,Never,Outskirts of the city/county,0,1,0,0,0,0,0,low,1,1,1,1,0,0,0,1,semi_urban,0
464,17,5,2,female,0,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Never,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,1,0,rural,1
471,17,5,2,male,1,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological father,Once a month,Central area of the city/county,1,1,0,0,0,0,0,high,1,1,1,1,0,0,0,1,urban_core,1
478,17,5,2,female,1,Finished elementary school,Junior high school,1,1,1,0,0,0,0,0,Biological father,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
479,17,5,2,male,0,Finished elementary school,None,1,1,0,0,0,0,0,0,Biological mother,Never,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,0,rural,1
481,17,5,2,female,2,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,0,Biological father,Never,Rural area,1,1,1,0,0,0,1,low,1,1,1,1,0,0,1,1,rural,1
482,17,5,2,female,1,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Never,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
483,17,5,2,male,0,Finished elementary school,Junior high school,1,1,0,1,0,0,0,0,Biological father,Once a year,Rural area,1,1,0,1,0,0,0,low,1,1,1,1,0,0,0,0,rural,1
485,17,5,2,male,1,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological father,Once every half year,Outskirts of the city/county,1,1,0,0,0,0,0,moderate,1,1,1,1,0,0,0,1,semi_urban,1
487,17,5,2,male,1,Junior high school,Finished elementary school,1,1,1,0,0,0,0,0,Biological father,Once a week,Rural area,1,1,1,0,0,0,0,high,1,1,1,1,0,0,0,1,rural,1
496,18,5,2,male,0,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Once a year,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,0,rural,1
499,18,5,2,female,1,Technical secondary school or technical school,Technical secondary school or technical school,1,1,0,0,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,2,2,2,0,1,0,1,1,urban_core,1
506,18,5,2,female,4,Finished elementary school,Finished elementary school,0,1,1,0,0,0,0,0,Biological father,Once every half year,Outskirts of the city/county,0,1,1,0,0,0,1,moderate,1,1,1,1,0,0,1,1,semi_urban,0
507,18,5,2,male,1,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological father,Once a year,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
510,18,5,2,female,4,None,Finished elementary school,1,1,1,0,0,0,0,0,Biological father,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
512,18,5,2,male,0,Vocational high school,Senior high school,1,1,0,1,0,0,0,0,Biological father,Once every half year,Central area of the city/county,1,1,0,1,0,0,0,moderate,2,2,2,0,1,0,0,0,urban_core,1
516,18,5,2,female,1,Finished elementary school,Senior high school,1,0,0,0,0,0,0,0,Biological father,Never,Rural area,1,0,0,0,0,0,0,low,1,2,2,0,1,0,1,1,rural,0
519,18,5,2,female,0,Finished elementary school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,1,1,1,1,0,0,1,0,urban_core,1
521,18,5,2,male,0,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological father,Once a year,Outskirts of the city/county,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,0,semi_urban,1
522,18,5,2,male,1,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological father,Once a year,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
523,18,5,2,female,1,Junior high school,Junior high school,1,0,0,0,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,0,0,0,0,0,0,low,1,1,1,1,0,0,1,1,urban_core,0
529,19,5,2,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological mother,Once a year,Central area of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,urban_core,1
530,19,5,2,male,0,Junior high school,Senior high school,1,1,0,0,0,0,0,1,Biological father,Never,Rural area,1,1,0,0,0,0,0,low,1,2,2,0,1,0,0,0,rural,1
531,19,5,2,male,0,Junior high school,Junior high school,1,1,0,1,0,0,0,1,Biological mother,Once a year,Rural area,1,1,0,1,0,0,0,low,1,1,1,1,0,0,0,0,rural,1
537,19,5,2,male,1,Senior high school,Junior high school,1,1,1,0,0,0,1,1,Biological mother,More than once a week,Outskirts of the city/county,1,1,1,0,0,0,0,high,2,1,2,0,1,0,0,1,semi_urban,1
542,19,5,2,female,1,Finished elementary school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
543,19,5,2,female,0,Senior high school,Junior high school,0,0,0,1,0,0,0,1,Grandmother on mother's/father's side,Once a year,Rural area,0,0,0,1,0,0,0,low,2,1,2,0,1,0,1,0,rural,0
544,19,5,2,female,0,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,1,1,1,1,0,0,1,0,urban_core,1
547,19,5,2,female,0,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological father,Never,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,1,0,rural,1
549,19,5,2,female,0,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological mother,Once a year,Outskirts of the city/county,1,1,0,0,0,0,0,low,1,1,1,1,0,0,1,0,semi_urban,1
552,19,5,2,male,0,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological father,Once a year,Outskirts of the city/county,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,0,semi_urban,1
555,19,5,2,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological mother,Once a month,Rural area,1,1,1,0,0,0,0,high,1,1,1,1,0,0,1,1,rural,1
559,20,5,2,female,0,Junior high school,Finished elementary school,1,1,0,0,0,0,0,1,Biological father,Once a year,Outskirts of the city/county,1,1,0,0,0,0,0,low,1,1,1,1,0,0,1,0,semi_urban,1
561,20,5,2,female,1,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,1,Biological father,Once every half year,Rural area,1,1,1,0,0,0,0,moderate,1,1,1,1,0,0,1,1,rural,1
566,20,5,2,male,0,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological mother,Never,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,0,rural,1
569,20,5,2,female,1,Junior high school,Junior high school,1,0,1,1,0,0,0,1,Biological mother,Once a year,Rural area,1,0,1,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
578,20,5,2,female,1,None,Finished elementary school,1,1,1,0,0,0,0,1,Biological father,Once every half year,Outskirts of the city/county,1,1,1,0,0,0,0,moderate,1,1,1,1,0,0,1,1,semi_urban,1
579,20,5,2,male,0,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological mother,More than once a week,Rural area,1,1,0,0,0,0,0,high,1,1,1,1,0,0,0,0,rural,1
581,20,5,2,male,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological mother,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
584,20,5,2,female,1,Finished elementary school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Once a year,Outskirts of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,semi_urban,1
587,20,5,2,male,1,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological mother,More than once a week,Rural area,1,1,0,0,0,0,0,high,1,1,1,1,0,0,0,1,rural,1
599,21,6,2,female,0,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,More than once a week,Central area of the city/county,1,1,0,0,0,0,0,high,1,1,1,1,0,0,1,0,urban_core,1
602,21,6,2,male,0,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological father,Once a month,Central area of the city/county,1,1,0,0,0,0,0,high,1,1,1,1,0,0,0,0,urban_core,1
603,21,6,2,female,0,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Never,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,1,0,rural,1
604,21,6,2,female,0,Junior high school,Finished elementary school,1,1,0,0,0,0,0,0,Biological father,More than once a week,Outskirts of the city/county,1,1,0,0,0,0,0,high,1,1,1,1,0,0,1,0,semi_urban,1
610,21,6,2,male,1,Finished elementary school,Junior high school,1,1,0,0,0,0,0,0,Biological father,Never,Outskirts of the city/county,1,1,0,0,0,0,1,low,1,1,1,1,0,0,0,1,semi_urban,1
614,21,6,2,female,1,Junior high school,Finished elementary school,1,1,1,1,0,0,0,0,Biological father,Never,Rural area,1,1,1,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
615,21,6,2,female,1,Finished elementary school,Junior high school,1,1,1,0,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,1,0,0,0,0,moderate,1,1,1,1,0,0,1,1,urban_core,1
619,21,6,2,female,1,Junior high school,Finished elementary school,1,1,0,0,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,1,1,1,1,0,0,1,1,urban_core,1
623,21,6,2,female,1,Senior high school,Finished elementary school,1,1,1,1,0,0,0,0,Biological mother,Never,Outskirts of the city/county,1,1,1,1,0,0,0,low,2,1,2,0,1,0,1,1,semi_urban,1
